BBBAABBBB,BBBAAAABBBB
BBABB,BBAABB
ABBBBAA,AABBBBAAAA
A,AA
BABBABBAB,BAABBAABBAAB
AAA,AAAAAA
BBAAAABAB,BBAAAAAAAABAAB
A,AA
BB,BB
BBABA,BBAABAA
ABAAB,AABAAAAB
BBABABA,BBAABAABAA
B,B
A,AA
AA,AAAA
BBBA,BBBAA
ABBAAB,AABBAAAAB
BBAABBB,BBAAAABBB
AABAB,AAAABAAB
ABAAA,AABAAAAAA
B,B
ABAA,AABAAAA
AA,AAAA
BBBA,BBBAA
BAAAA,BAAAAAAAA
AAAB,AAAAAAB
AAAAAAABB,AAAAAAAAAAAAAABB
BA,BAA
BABBBBABB,BAABBBBAABB
BAAB,BAAAAB
ABABBBAA,AABAABBBAAAA
AB,AAB
BAABBBAA,BAAAABBBAAAA
BBBBBAABA,BBBBBAAAABAA
ABAAABB,AABAAAAAABB
AAABAAA,AAAAAABAAAAAA
BAAA,BAAAAAA
ABBAA,AABBAAAA
ABBBABAAA,AABBBAABAAAAAA
BBABAB,BBAABAAB
BBBB,BBBB
ABBBBA,AABBBBAA
AB,AAB
AB,AAB
BBBA,BBBAA
BA,BAA
ABBBBBAB,AABBBBBAAB
BB,BB
BB,BB
BABBAB,BAABBAAB
BA,BAA
AABB,AAAABB
ABAAA,AABAAAAAA
A,AA
BABAAB,BAABAAAAB
BABAAAAAB,BAABAAAAAAAAAAB
AA,AAAA
ABBAAAAA,AABBAAAAAAAAAA
BBBBA,BBBBAA
ABBBBABAA,AABBBBAABAAAA
ABAB,AABAAB
BAAB,BAAAAB
BBA,BBAA
AAAABB,AAAAAAAABB
AAAA,AAAAAAAA
AAABBAA,AAAAAABBAAAA
BBA,BBAA
BABBBAA,BAABBBAAAA
AAABBBBA,AAAAAABBBBAA
A,AA
AA,AAAA
A,AA
BAABABA,BAAAABAABAA
AAAB,AAAAAAB
AAAABB,AAAAAAAABB
AAB,AAAAB
BBAABBABB,BBAAAABBAABB
BBBAABAA,BBBAAAABAAAA
A,AA
B,B
AAAAA,AAAAAAAAAA
A,AA
AA,AAAA
ABAABBAAB,AABAAAABBAAAAB
BBAB,BBAAB
BBABBA,BBAABBAA
AAAAAB,AAAAAAAAAAB
ABAAABBB,AABAAAAAABBB
B,B
BBA,BBAA
BBAAABBB,BBAAAAAABBB
ABBBAABBB,AABBBAAAABBB
AAABBB,AAAAAABBB
BBABAABAB,BBAABAAAABAAB
AA,AAAA
AB,AAB
AA,AAAA
AAABBBBAB,AAAAAABBBBAAB
AABBBABA,AAAABBBAABAA
BABABAAB,BAABAABAAAAB
AABA,AAAABAA
AAABAAA,AAAAAABAAAAAA
ABABBA,AABAABBAA
AABBAB,AAAABBAAB
ABAAAB,AABAAAAAAB
ABB,AABB
BBA,BBAA
AAAA,AAAAAAAA
AAAABBA,AAAAAAAABBAA
BAAAAABB,BAAAAAAAAAABB
AABAB,AAAABAAB
AABBABA,AAAABBAABAA
BAABBBBBB,BAAAABBBBBB
B,B
BBBA,BBBAA
BBBAAA,BBBAAAAAA
BABAA,BAABAAAA
BABB,BAABB
AABABA,AAAABAABAA
BBBBAABAA,BBBBAAAABAAAA
BBBABBBA,BBBAABBBAA
AAABBBAB,AAAAAABBBAAB
A,AA
AAA,AAAAAA
AB,AAB
BABAA,BAABAAAA
AAABAB,AAAAAABAAB
BB,BB
AABBAA,AAAABBAAAA
BAAAABBA,BAAAAAAAABBAA
BBBBBBBBB,BBBBBBBBB
AABBA,AAAABBAA
BBAAABAB,BBAAAAAABAAB
BBBB,BBBB
BBABBB,BBAABBB
BB,BB
ABA,AABAA
BBBABB,BBBAABB
A,AA
B,B
BAAB,BAAAAB
AB,AAB
BBAAAA,BBAAAAAAAA
AABAABBA,AAAABAAAABBAA
BABA,BAABAA
ABABAABB,AABAABAAAABB
B,B
A,AA
ABBAA,AABBAAAA
BAAAAAB,BAAAAAAAAAAB
BBBBABBAB,BBBBAABBAAB
ABBBBB,AABBBBB
BBBABA,BBBAABAA
ABBABBBB,AABBAABBBB
ABBA,AABBAA
BBABBBAA,BBAABBBAAAA
BBBBB,BBBBB
A,AA
ABBABBA,AABBAABBAA
BAA,BAAAA
BA,BAA
BAABBBAAA,BAAAABBBAAAAAA
B,B
BAA,BAAAA
BBBBBAB,BBBBBAAB
BAAAABBA,BAAAAAAAABBAA
ABAAB,AABAAAAB
ABAABABAB,AABAAAABAABAAB
ABBBBAA,AABBBBAAAA
BAB,BAAB
ABBAB,AABBAAB
AABABAAB,AAAABAABAAAAB
AB,AAB
BBAAAAB,BBAAAAAAAAB
BABAAABA,BAABAAAAAABAA
BAABBA,BAAAABBAA
AABAAABB,AAAABAAAAAABB
AAAABBABA,AAAAAAAABBAABAA
AAABBAA,AAAAAABBAAAA
BABBAA,BAABBAAAA
AB,AAB
AABBA,AAAABBAA
AA,AAAA
AABABAABA,AAAABAABAAAABAA
BABAAB,BAABAAAAB
ABBABBB,AABBAABBB
BABBBABAB,BAABBBAABAAB
BB,BB
AAA,AAAAAA
AABABBABA,AAAABAABBAABAA
B,B
BBAAA,BBAAAAAA
ABBABBAA,AABBAABBAAAA
AB,AAB
BAABA,BAAAABAA
BAB,BAAB
AABAA,AAAABAAAA
BBBBA,BBBBAA
ABA,AABAA
ABAA,AABAAAA
BBABBAAAB,BBAABBAAAAAAB
BAAAABBAA,BAAAAAAAABBAAAA
ABBAA,AABBAAAA
ABBB,AABBB
BAA,BAAAA
BBBABAA,BBBAABAAAA
B,B
BABAAB,BAABAAAAB
ABB,AABB
BAABAA,BAAAABAAAA
AAABA,AAAAAABAA
BBAABABA,BBAAAABAABAA
BBAABB,BBAAAABB
AAABAABA,AAAAAABAAAABAA
B,B
ABBAAAA,AABBAAAAAAAA
ABB,AABB
BBBB,BBBB
AA,AAAA
B,B
AAABA,AAAAAABAA
ABBABB,AABBAABB
ABA,AABAA
AAA,AAAAAA
ABAA,AABAAAA
BAABA,BAAAABAA
BAA,BAAAA
BBBBAB,BBBBAAB
ABBBABBBB,AABBBAABBBB
BAA,BAAAA
AABABBBB,AAAABAABBBB
ABBBAABBB,AABBBAAAABBB
BBAAABBBA,BBAAAAAABBBAA
A,AA
AABAA,AAAABAAAA
ABA,AABAA
BA,BAA
BBBBB,BBBBB
AAA,AAAAAA
BABABBABA,BAABAABBAABAA
B,B
B,B
BBAB,BBAAB
A,AA
ABAABB,AABAAAABB
A,AA
AABB,AAAABB
AAABBBAA,AAAAAABBBAAAA
A,AA
BAABBBBAB,BAAAABBBBAAB
BA,BAA
AA,AAAA
BBBAAA,BBBAAAAAA
AA,AAAA
ABAABBBAB,AABAAAABBBAAB
ABAAA,AABAAAAAA
BB,BB
B,B
AAABAA,AAAAAABAAAA
BAAAABBAB,BAAAAAAAABBAAB
ABBBBABBB,AABBBBAABBB
AAA,AAAAAA
AABAABAA,AAAABAAAABAAAA
A,AA
BBAAA,BBAAAAAA
ABB,AABB
BB,BB
BABBBABA,BAABBBAABAA
AB,AAB
A,AA
AAAAABB,AAAAAAAAAABB
AABAAABBB,AAAABAAAAAABBB
AAA,AAAAAA
AAA,AAAAAA
AABA,AAAABAA
ABAABABB,AABAAAABAABB
BBBABAB,BBBAABAAB
BAA,BAAAA
BAAAAAB,BAAAAAAAAAAB
BABB,BAABB
BAA,BAAAA
BBBBB,BBBBB
AAB,AAAAB
BBBBABABA,BBBBAABAABAA
BBABA,BBAABAA
AAA,AAAAAA
BBABBBA,BBAABBBAA
AAA,AAAAAA
ABBAABB,AABBAAAABB
BBBABAAA,BBBAABAAAAAA
AABBB,AAAABBB
BBBB,BBBB
BAA,BAAAA
BAABA,BAAAABAA
A,AA
BAB,BAAB
BAAA,BAAAAAA
ABBBBAA,AABBBBAAAA
A,AA
BBABBA,BBAABBAA
ABBBABA,AABBBAABAA
BAB,BAAB
BABBA,BAABBAA
AAAAA,AAAAAAAAAA
BBBBAAB,BBBBAAAAB
ABBBAAAA,AABBBAAAAAAAA
AABABB,AAAABAABB
BBA,BBAA
BABBAAAB,BAABBAAAAAAB
BABAAA,BAABAAAAAA
ABBBBAB,AABBBBAAB
BAABA,BAAAABAA
AABAABAA,AAAABAAAABAAAA
B,B
A,AA
BAAAAAB,BAAAAAAAAAAB
AAAAA,AAAAAAAAAA
ABBBBAAB,AABBBBAAAAB
BAAA,BAAAAAA
AB,AAB
AAAAA,AAAAAAAAAA
ABABB,AABAABB
AAAABAABA,AAAAAAAABAAAABAA
BBBBAA,BBBBAAAA
BAAAA,BAAAAAAAA
AABABBBB,AAAABAABBBB
ABBAB,AABBAAB
BBBB,BBBB
AABAABAAB,AAAABAAAABAAAAB
ABB,AABB
A,AA
AABAAAABB,AAAABAAAAAAAABB
AAA,AAAAAA
A,AA
BBBBA,BBBBAA
AA,AAAA
BABBABA,BAABBAABAA
BB,BB
AAAAA,AAAAAAAAAA
AABA,AAAABAA
AAAAAB,AAAAAAAAAAB
AABBAABA,AAAABBAAAABAA
AAAAAABAA,AAAAAAAAAAAABAAAA
B,B
ABA,AABAA
AAAB,AAAAAAB
AAABAB,AAAAAABAAB
BAABBB,BAAAABBB
BBBAAA,BBBAAAAAA
AA,AAAA
AAABBAB,AAAAAABBAAB
ABABBBAA,AABAABBBAAAA
B,B
BAABAABBA,BAAAABAAAABBAA
BAABABAAA,BAAAABAABAAAAAA
BABABBAAB,BAABAABBAAAAB
AB,AAB
BBA,BBAA
ABABAA,AABAABAAAA
BBAA,BBAAAA
AAB,AAAAB
AB,AAB
AAAAABB,AAAAAAAAAABB
ABBBB,AABBBB
B,B
BABA,BAABAA
ABBAAA,AABBAAAAAA
BBBBABA,BBBBAABAA
BA,BAA
BAABBAABA,BAAAABBAAAABAA
ABAAA,AABAAAAAA
ABABB,AABAABB
BAAAB,BAAAAAAB
BAABBABB,BAAAABBAABB
A,AA
BAB,BAAB
BBBAB,BBBAAB
AA,AAAA
ABBABBAA,AABBAABBAAAA
BABA,BAABAA
BABBBBAA,BAABBBBAAAA
BBAA,BBAAAA
BBB,BBB
BAAAABBA,BAAAAAAAABBAA
ABBBABAAB,AABBBAABAAAAB
BAA,BAAAA
AAABAAAA,AAAAAABAAAAAAAA
BBBAA,BBBAAAA
ABBAA,AABBAAAA
AB,AAB
BAABB,BAAAABB
BABAABB,BAABAAAABB
BAABAA,BAAAABAAAA
BBABABAA,BBAABAABAAAA
BBBA,BBBAA
AAAAAAA,AAAAAAAAAAAAAA
BBA,BBAA
AB,AAB
B,B
BA,BAA
AABBA,AAAABBAA
BBBBB,BBBBB
BB,BB
AAABABAAB,AAAAAABAABAAAAB
BA,BAA
BABA,BAABAA
BA,BAA
AAB,AAAAB
AAABBBB,AAAAAABBBB
ABAAABBBA,AABAAAAAABBBAA
ABBA,AABBAA
BABAAB,BAABAAAAB
BAABAAA,BAAAABAAAAAA
BABBAABAB,BAABBAAAABAAB
AA,AAAA
BBBABA,BBBAABAA
B,B
BBBABBBBB,BBBAABBBBB
BAAAA,BAAAAAAAA
ABBB,AABBB
BABABA,BAABAABAA
B,B
A,AA
BBAAABBBB,BBAAAAAABBBB
ABB,AABB
BBABAAB,BBAABAAAAB
BABABABA,BAABAABAABAA
BABBBBA,BAABBBBAA
A,AA
BAABB,BAAAABB
BA,BAA
AB,AAB
AAABABBB,AAAAAABAABBB
ABAABBBAA,AABAAAABBBAAAA
A,AA
A,AA
ABABBBA,AABAABBBAA
ABABABAB,AABAABAABAAB
ABAA,AABAAAA
BBBA,BBBAA
ABA,AABAA
A,AA
ABAABBBA,AABAAAABBBAA
A,AA
BAA,BAAAA
BBAAAB,BBAAAAAAB
ABABAB,AABAABAAB
ABBBA,AABBBAA
BA,BAA
BA,BAA
BABA,BAABAA
BAAABAAAB,BAAAAAABAAAAAAB
ABBB,AABBB
AAAABA,AAAAAAAABAA
BAAAABAAA,BAAAAAAAABAAAAAA
BABABBBA,BAABAABBBAA
AABBB,AAAABBB
BABBABBAA,BAABBAABBAAAA
AABB,AAAABB
BAB,BAAB
AABBAAA,AAAABBAAAAAA
BBBAAABAA,BBBAAAAAABAAAA
ABBAAAA,AABBAAAAAAAA
AABBBBBB,AAAABBBBBB
BBABAB,BBAABAAB
BA,BAA
BBBBA,BBBBAA
BABAB,BAABAAB
BABABABB,BAABAABAABB
BB,BB
ABBBAA,AABBBAAAA
BAA,BAAAA
AABBAAA,AAAABBAAAAAA
BBB,BBB
BABAAAA,BAABAAAAAAAA
BBABAAA,BBAABAAAAAA
BB,BB
A,AA
A,AA
BAAB,BAAAAB
AAAB,AAAAAAB
AA,AAAA
BBABBBAA,BBAABBBAAAA
ABAABBA,AABAAAABBAA
AABBAABAB,AAAABBAAAABAAB
BABABBA,BAABAABBAA
B,B
AB,AAB
AABAABAB,AAAABAAAABAAB
AB,AAB
BABBA,BAABBAA
ABAA,AABAAAA
AAB,AAAAB
AAB,AAAAB
BBABBAAB,BBAABBAAAAB
AAAB,AAAAAAB
ABBABABB,AABBAABAABB
AABB,AAAABB
ABBBA,AABBBAA
ABAA,AABAAAA
AABABAA,AAAABAABAAAA
BBBA,BBBAA
BAAAABBBB,BAAAAAAAABBBB
ABABAAB,AABAABAAAAB
AABBAA,AAAABBAAAA
AAA,AAAAAA
BABBA,BAABBAA
AAAAA,AAAAAAAAAA
AA,AAAA
BBBBAA,BBBBAAAA
BABA,BAABAA
B,B
ABB,AABB
BB,BB
BABB,BAABB
B,B
AABAAA,AAAABAAAAAA
AABBABA,AAAABBAABAA
BAA,BAAAA
BAAAABB,BAAAAAAAABB
B,B
ABBABB,AABBAABB
AAB,AAAAB
BA,BAA
BAA,BAAAA
BAA,BAAAA
ABBB,AABBB
ABAAA,AABAAAAAA
BABA,BAABAA
BAAA,BAAAAAA
BABAAAAB,BAABAAAAAAAAB
AA,AAAA
AAABAAAA,AAAAAABAAAAAAAA
AA,AAAA
B,B
AAABABABB,AAAAAABAABAABB
AAABBAAB,AAAAAABBAAAAB
BAA,BAAAA
A,AA
A,AA
AABBBAAB,AAAABBBAAAAB
AABABBB,AAAABAABBB
B,B
AABBA,AAAABBAA
ABA,AABAA
AA,AAAA
B,B
AABBA,AAAABBAA
BB,BB
AB,AAB
BABBB,BAABBB
A,AA
BBAABAA,BBAAAABAAAA
AABBB,AAAABBB
ABAAB,AABAAAAB
BABABBB,BAABAABBB
AABBAAAA,AAAABBAAAAAAAA
BA,BAA
AB,AAB
BAAAAABBB,BAAAAAAAAAABBB
BA,BAA
AAA,AAAAAA
BAABBBAAA,BAAAABBBAAAAAA
BAB,BAAB
BBABABA,BBAABAABAA
AABB,AAAABB
AAABBAA,AAAAAABBAAAA
BBBBAABB,BBBBAAAABB
AAABBBBB,AAAAAABBBBB
AAABB,AAAAAABB
BBABAA,BBAABAAAA
BABABBAAB,BAABAABBAAAAB
BABAB,BAABAAB
BBBBBBAA,BBBBBBAAAA
AAABABABB,AAAAAABAABAABB
AAAABBA,AAAAAAAABBAA
ABBABAAB,AABBAABAAAAB
BABABBB,BAABAABBB
AAAAA,AAAAAAAAAA
B,B
ABBB,AABBB
AABBABA,AAAABBAABAA
B,B
AABABBABA,AAAABAABBAABAA
BABBBAA,BAABBBAAAA
ABAA,AABAAAA
AABA,AAAABAA
ABBAAB,AABBAAAAB
BAABABBBA,BAAAABAABBBAA
BBBB,BBBB
ABBAA,AABBAAAA
A,AA
AABAAA,AAAABAAAAAA
AAAAB,AAAAAAAAB
AABAAB,AAAABAAAAB
BBA,BBAA
BBA,BBAA
BA,BAA
ABABB,AABAABB
A,AA
BBAABAA,BBAAAABAAAA
BBB,BBB
BBBBBBABA,BBBBBBAABAA
BA,BAA
ABABABBBB,AABAABAABBBB
BBAAAA,BBAAAAAAAA
B,B
BBAA,BBAAAA
BBBBAAA,BBBBAAAAAA
ABBBABB,AABBBAABB
ABAB,AABAAB
BABA,BAABAA
BBBB,BBBB
BBAAAA,BBAAAAAAAA
AABBBB,AAAABBBB
BABA,BAABAA
B,B
AABBA,AAAABBAA
AABBBB,AAAABBBB
ABBABA,AABBAABAA
BBABB,BBAABB
AA,AAAA
ABAABAAAA,AABAAAABAAAAAAAA
AAA,AAAAAA
BABA,BAABAA
BBBBB,BBBBB
ABAABA,AABAAAABAA
BAA,BAAAA
AAABAAA,AAAAAABAAAAAA
A,AA
BBAAA,BBAAAAAA
AAAAABBAA,AAAAAAAAAABBAAAA
BA,BAA
AB,AAB
BBBA,BBBAA
BABB,BAABB
AABA,AAAABAA
BBBBBBABB,BBBBBBAABB
BA,BAA
AAAAB,AAAAAAAAB
BABAABABB,BAABAAAABAABB
ABAAAA,AABAAAAAAAA
BBB,BBB
BBBAAA,BBBAAAAAA
BBAB,BBAAB
ABBA,AABBAA
AAABB,AAAAAABB
A,AA
BAAAAAB,BAAAAAAAAAAB
AA,AAAA
BAABA,BAAAABAA
AABABAA,AAAABAABAAAA
BAB,BAAB
BBBBBBBB,BBBBBBBB
ABABBB,AABAABBB
ABBABBBBB,AABBAABBBBB
A,AA
AABBB,AAAABBB
B,B
AABAB,AAAABAAB
BABBB,BAABBB
AA,AAAA
AA,AAAA
BAA,BAAAA
ABA,AABAA
BA,BAA
B,B
BBBA,BBBAA
ABBBBABBA,AABBBBAABBAA
BBBBB,BBBBB
BAABABA,BAAAABAABAA
BB,BB
BAABBB,BAAAABBB
ABBBB,AABBBB
AA,AAAA
AB,AAB
BAAB,BAAAAB
BBBABB,BBBAABB
AB,AAB
A,AA
BAAABAABA,BAAAAAABAAAABAA
AAABA,AAAAAABAA
AA,AAAA
B,B
BABAAAAB,BAABAAAAAAAAB
BB,BB
AABAAAAB,AAAABAAAAAAAAB
AA,AAAA
BA,BAA
ABA,AABAA
BBBBB,BBBBB
A,AA
A,AA
ABABAAB,AABAABAAAAB
BBB,BBB
BABBABA,BAABBAABAA
BAAAABAB,BAAAAAAAABAAB
BA,BAA
ABABA,AABAABAA
BA,BAA
BAAAAAB,BAAAAAAAAAAB
BBABBB,BBAABBB
AAAABBBA,AAAAAAAABBBAA
BBABA,BBAABAA
ABBBB,AABBBB
AABBBA,AAAABBBAA
BABBB,BAABBB
B,B
BB,BB
ABAABBBBB,AABAAAABBBBB
AAAAB,AAAAAAAAB
A,AA
BABAAAA,BAABAAAAAAAA
BBA,BBAA
ABABBBB,AABAABBBB
BBAABBBBB,BBAAAABBBBB
BAA,BAAAA
BAAABA,BAAAAAABAA
BBABBB,BBAABBB
ABBAB,AABBAAB
AABABAAB,AAAABAABAAAAB
ABAB,AABAAB
ABA,AABAA
AABABBB,AAAABAABBB
B,B
A,AA
BAABBA,BAAAABBAA
ABBBB,AABBBB
AAB,AAAAB
AA,AAAA
ABAB,AABAAB
AAABBABBA,AAAAAABBAABBAA
BBABBB,BBAABBB
AAA,AAAAAA
BA,BAA
AABAABA,AAAABAAAABAA
ABBBBBBB,AABBBBBBB
AAABAAAA,AAAAAABAAAAAAAA
ABAAAAAB,AABAAAAAAAAAAB
BABBABAA,BAABBAABAAAA
B,B
AABBAA,AAAABBAAAA
BBAAABAAA,BBAAAAAABAAAAAA
ABB,AABB
BABBBBB,BAABBBBB
BBBABBBB,BBBAABBBB
BA,BAA
AABBA,AAAABBAA
BBBAABB,BBBAAAABB
AABB,AAAABB
AABABBAAA,AAAABAABBAAAAAA
B,B
BBBAB,BBBAAB
BAAAABAAB,BAAAAAAAABAAAAB
BBABBBABB,BBAABBBAABB
AAABABAA,AAAAAABAABAAAA
ABB,AABB
BBBBBBA,BBBBBBAA
AAAAAABA,AAAAAAAAAAAABAA
B,B
BAAB,BAAAAB
AA,AAAA
ABAB,AABAAB
ABBAAB,AABBAAAAB
AA,AAAA
AAA,AAAAAA
ABBAABAAA,AABBAAAABAAAAAA
BAABA,BAAAABAA
ABA,AABAA
AAB,AAAAB
AABBABB,AAAABBAABB
AAAA,AAAAAAAA
BBB,BBB
AB,AAB
BAB,BAAB
B,B
ABBABAB,AABBAABAAB
AABBBB,AAAABBBB
AAAA,AAAAAAAA
ABABA,AABAABAA
AABA,AAAABAA
B,B
BABAABAB,BAABAAAABAAB
AAA,AAAAAA
A,AA
AAABAAB,AAAAAABAAAAB
AABA,AAAABAA
AABBAB,AAAABBAAB
BAAAAAB,BAAAAAAAAAAB
ABABBAA,AABAABBAAAA
BBAAAABA,BBAAAAAAAABAA
AA,AAAA
AA,AAAA
BAA,BAAAA
AAA,AAAAAA
AAABABABB,AAAAAABAABAABB
BAB,BAAB
BBBBBBAAA,BBBBBBAAAAAA
AAABABBBA,AAAAAABAABBBAA
BBABAB,BBAABAAB
ABBAA,AABBAAAA
BBAABAB,BBAAAABAAB
BBBAB,BBBAAB
BABBAAAAB,BAABBAAAAAAAAB
ABAAABAA,AABAAAAAABAAAA
BBAABAB,BBAAAABAAB
BB,BB
BBBAAABA,BBBAAAAAABAA
AB,AAB
AABB,AAAABB
BAABB,BAAAABB
ABBAB,AABBAAB
BAAAAABBB,BAAAAAAAAAABBB
BAABABBAA,BAAAABAABBAAAA
AB,AAB
B,B
AAA,AAAAAA
BB,BB
BAAA,BAAAAAA
BABBBABB,BAABBBAABB
ABBBBA,AABBBBAA
AAAABABAB,AAAAAAAABAABAAB
AA,AAAA
ABAB,AABAAB
BBBBBABB,BBBBBAABB
ABAAAAAB,AABAAAAAAAAAAB
A,AA
BBAAABBAB,BBAAAAAABBAAB
B,B
BAA,BAAAA
BBABABAAB,BBAABAABAAAAB
BABBAA,BAABBAAAA
BBBBA,BBBBAA
B,B
AAAABBBA,AAAAAAAABBBAA
BAABBBAA,BAAAABBBAAAA
ABBA,AABBAA
ABAA,AABAAAA
ABAABA,AABAAAABAA
BAB,BAAB
AAABB,AAAAAABB
BBBAAAB,BBBAAAAAAB
BBBABBB,BBBAABBB
AABAB,AAAABAAB
ABBAAABA,AABBAAAAAABAA
A,AA
ABBBBA,AABBBBAA
A,AA
BBAAAAB,BBAAAAAAAAB
BABABAABB,BAABAABAAAABB
BBBBABAB,BBBBAABAAB
AB,AAB
BBBB,BBBB
BBBBAABB,BBBBAAAABB
A,AA
BB,BB
B,B
AA,AAAA
AAABABB,AAAAAABAABB
BAAA,BAAAAAA
BB,BB
ABA,AABAA
ABBBAAB,AABBBAAAAB
BABAABA,BAABAAAABAA
AB,AAB
ABBAB,AABBAAB
AAABBBB,AAAAAABBBB
BA,BAA
BBABA,BBAABAA
AABB,AAAABB
AABBA,AAAABBAA
AABAB,AAAABAAB
AAB,AAAAB
BBABA,BBAABAA
A,AA
B,B
BAABBB,BAAAABBB
BBAA,BBAAAA
AABAABA,AAAABAAAABAA
AB,AAB
BBBBBAAA,BBBBBAAAAAA
ABBA,AABBAA
A,AA
AAA,AAAAAA
BAAAA,BAAAAAAAA
BB,BB
AAAAAB,AAAAAAAAAAB
ABABA,AABAABAA
ABB,AABB
A,AA
ABBBBABB,AABBBBAABB
BAAA,BAAAAAA
AAAB,AAAAAAB
BBBABAA,BBBAABAAAA
BABABBBBA,BAABAABBBBAA
AABB,AAAABB
BABBAAB,BAABBAAAAB
BAABABAAA,BAAAABAABAAAAAA
ABABBBAA,AABAABBBAAAA
BABB,BAABB
ABBAABAAB,AABBAAAABAAAAB
B,B
BA,BAA
AAABBBBAA,AAAAAABBBBAAAA
BA,BAA
AA,AAAA
AABAABABB,AAAABAAAABAABB
B,B
BBAB,BBAAB
BABBBAAA,BAABBBAAAAAA
AABBAB,AAAABBAAB
BBBAABBBA,BBBAAAABBBAA
BABABBABB,BAABAABBAABB
ABBABB,AABBAABB
BBBBAAB,BBBBAAAAB
BB,BB
BBBBBBABA,BBBBBBAABAA
AAAA,AAAAAAAA
BBABAB,BBAABAAB
BBAABBA,BBAAAABBAA
AABBBBA,AAAABBBBAA
BBBABBBBB,BBBAABBBBB
AABAAAB,AAAABAAAAAAB
BAABABABB,BAAAABAABAABB
ABBABBBB,AABBAABBBB
BAA,BAAAA
AABBAA,AAAABBAAAA
AABAAABAA,AAAABAAAAAABAAAA
B,B
BBABA,BBAABAA
BBBABABBA,BBBAABAABBAA
AAAAABBA,AAAAAAAAAABBAA
BABAABBB,BAABAAAABBB
AAAAAAA,AAAAAAAAAAAAAA
BB,BB
ABBBB,AABBBB
BBBBAB,BBBBAAB
ABA,AABAA
BA,BAA
BBAAA,BBAAAAAA
BBAB,BBAAB
BAABBAB,BAAAABBAAB
BBA,BBAA
BABABA,BAABAABAA
ABBBBA,AABBBBAA
AAABBBB,AAAAAABBBB
ABABA,AABAABAA
BABBBBAA,BAABBBBAAAA
AA,AAAA
BAAAAA,BAAAAAAAAAA
ABABAA,AABAABAAAA
BBAA,BBAAAA
BAB,BAAB
AABAB,AAAABAAB
AABAAB,AAAABAAAAB
BAB,BAAB
AAB,AAAAB
BBBBBAABB,BBBBBAAAABB
BBBAABBA,BBBAAAABBAA
ABBAAAA,AABBAAAAAAAA
AB,AAB
BBAA,BBAAAA
A,AA
AABBABBAA,AAAABBAABBAAAA
AABAABAB,AAAABAAAABAAB
BBBBAB,BBBBAAB
AAAAAABBB,AAAAAAAAAAAABBB
A,AA
ABBBABAA,AABBBAABAAAA
AA,AAAA
BBBABABAA,BBBAABAABAAAA
BABBBAA,BAABBBAAAA
BABBB,BAABBB
BABBAAB,BAABBAAAAB
BBBAABAAA,BBBAAAABAAAAAA
ABAA,AABAAAA
A,AA
BBBAA,BBBAAAA
BABBBABAB,BAABBBAABAAB
AABBAA,AAAABBAAAA
BB,BB
BA,BAA
BAAAABA,BAAAAAAAABAA
AABBBA,AAAABBBAA
B,B
A,AA
BAAAAA,BAAAAAAAAAA
BA,BAA
BBABAAAAB,BBAABAAAAAAAAB
AA,AAAA
BBABAAABB,BBAABAAAAAABB
BAAA,BAAAAAA
AAB,AAAAB
BAABBAB,BAAAABBAAB
B,B
ABABBB,AABAABBB
BBAA,BBAAAA
B,B
AAA,AAAAAA
ABABBAA,AABAABBAAAA
AA,AAAA
ABABABA,AABAABAABAA
AABBA,AAAABBAA
BBBABABB,BBBAABAABB
AAA,AAAAAA
A,AA
BAAAA,BAAAAAAAA
BBB,BBB
A,AA
AABA,AAAABAA
BBBAAAAB,BBBAAAAAAAAB
BABABABBB,BAABAABAABBB
BABBAAAAA,BAABBAAAAAAAAAA
A,AA
BBA,BBAA
BBBABBB,BBBAABBB
BABBBB,BAABBBB
BBBBABBA,BBBBAABBAA
AAABBB,AAAAAABBB
BBAAA,BBAAAAAA
BABA,BAABAA
ABBAAB,AABBAAAAB
AA,AAAA
BABAAAB,BAABAAAAAAB
BAAABBBA,BAAAAAABBBAA
B,B
ABAABAB,AABAAAABAAB
BAB,BAAB
ABBBAAB,AABBBAAAAB
AABAABABB,AAAABAAAABAABB
BABABBAAA,BAABAABBAAAAAA
BBBBA,BBBBAA
BA,BAA
AAB,AAAAB
AB,AAB
AB,AAB
AB,AAB
AABAB,AAAABAAB
BBAAA,BBAAAAAA
A,AA
AA,AAAA
BBB,BBB
BBABAA,BBAABAAAA
BBABABA,BBAABAABAA
AAABAAA,AAAAAABAAAAAA
AAABAA,AAAAAABAAAA
ABAAAA,AABAAAAAAAA
BA,BAA
BABBB,BAABBB
BABABBBA,BAABAABBBAA
AAAABAB,AAAAAAAABAAB
BABBB,BAABBB
AAABABBAB,AAAAAABAABBAAB
B,B
BAB,BAAB
ABBBB,AABBBB
BBABAA,BBAABAAAA
BBBBBABA,BBBBBAABAA
BABBBBABB,BAABBBBAABB
BBAABABAA,BBAAAABAABAAAA
BABAAB,BAABAAAAB
BA,BAA
ABBBBA,AABBBBAA
AB,AAB
ABBABAA,AABBAABAAAA
BBBBBAAA,BBBBBAAAAAA
ABABABB,AABAABAABB
BABBBABA,BAABBBAABAA
AAABBAAA,AAAAAABBAAAAAA
ABAB,AABAAB
BA,BAA
AB,AAB
A,AA
BBAABA,BBAAAABAA
